"ranking","country","regional_indicator","happiness_score","gdp","support","life_exp","freedom","generosity","corruption","year","regime_category","monarchy","democracy","presidential","colony","communist","sp_democracy","suffrage","electoral_category","sp_electoral","fair_election","alternation","region","country_or_territory","status","political_rights","civil_liberties"
6,"Netherlands","Western Europe",7.377,8.03919,0.88722,71,0.88931,0.56139,0.60878,2017,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
32,"Thailand","Southeast Asia",6.424,6.02892,0.88527,66,0.88143,0.68266,0.06809,2017,"Military dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.25,TRUE,"no elections",2,FALSE,FALSE,"Asia","c","NF",6,5
14,"United States","North America and ANZ",6.993,8.26538,0.88162,70,0.76831,0.46843,0.29213,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
12,"Costa Rica","Latin America and Caribbean",7.079,5.93183,0.87944,69,0.88133,0.25608,0.2156,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","F",1,1
28,"Uruguay","Latin America and Caribbean",6.454,6.50835,0.87685,68,0.8802,0.20893,0.3835,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
54,"Latvia","Western Europe",5.85,6.73921,0.87218,66,0.49481,0.18265,0.15904,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Europe","c","F",1,2
86,"Dominican Republic","Latin America and Caribbean",5.23,5.76969,0.87076,64,0.83948,0.22309,0.24541,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.25,TRUE,TRUE,"Americas","c","PF",3,3
36,"Colombia","Latin America and Caribbean",6.357,5.72291,0.87061,64,0.72539,0.17781,0.10051,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.6,TRUE,TRUE,"Americas","c","PF",3,3
132,"Ukraine","Commonwealth of Independent States",4.096,4.78228,0.86586,64,0.18682,0.32224,0.0496,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.714285714285714,TRUE,"democratic elections",2.71428571428571,TRUE,TRUE,"Eurasia","c","PF",3,3
98,"Kyrgyzstan","Commonwealth of Independent States",5.004,3.18704,0.86568,63,0.69114,0.51139,0.08494,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",1.5,TRUE,TRUE,"Eurasia","c","PF",5,5
31,"France","Western Europe",6.442,7.64887,0.86167,72,0.71435,0.15483,0.37153,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,2
101,"South Africa","Sub-Saharan Africa",4.829,5.63779,0.85981,53,0.72806,0.16629,0.15617,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,TRUE,FALSE,"Africa","c","F",2,2
33,"Taiwan","East Asia",6.422,7.66331,0.85967,70,0.54913,0.30828,0.13747,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2,TRUE,TRUE,"Asia","c","F",1,1
60,"Kazakhstan","Commonwealth of Independent States",5.819,6.86647,0.85955,65,0.66457,0.24099,0.2569,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Eurasia","c","NF",7,5
38,"Trinidad and Tobago","Latin America and Caribbean",6.168,7.277,0.85698,62,0.78789,0.38815,0.01931,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Americas","c","F",2,2
11,"Israel","Middle East and North Africa",7.213,7.35198,0.85453,72,0.61677,0.39386,0.18359,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Middle East","c","F",1,2
30,"Panama","Latin America and Caribbean",6.452,6.59488,0.85261,68,0.83559,0.25124,0.15288,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,2
76,"Jamaica","Latin America and Caribbean",5.311,4.9476,0.84952,66,0.72056,0.27899,0.11903,2017,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2,TRUE,TRUE,"Americas","c","F",2,3
89,"Portugal","Western Europe",5.195,7.03014,0.84879,70,0.75726,0.11348,0.03418,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",1,1
26,"Singapore","Southeast Asia",6.572,9.04591,0.84058,75,0.83531,0.41281,1,2017,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,"non-democratic multi-party elections",3,FALSE,FALSE,"Asia","c","PF",4,4
75,"Hungary","Central and Eastern Europe",5.324,6.87425,0.83395,67,0.26717,0.09355,0.07891,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.875,TRUE,"democratic elections",2.875,TRUE,TRUE,"Europe","c","F",3,2
97,"Bhutan","South Asia",5.011,4.73291,0.83208,62,0.76193,0.56565,0.37342,2017,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
69,"Turkey","Middle East and North Africa",5.5,6.40526,0.83061,66,0.45688,0.05571,0.21467,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.625,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Europe","c","PF",4,5
41,"Bahrain","Middle East and North Africa",6.087,7.95617,0.82151,66,0.81542,0.20603,0.5536,2017,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0,FALSE,FALSE,"Middle East","c","NF",7,6
43,"Nicaragua","Latin America and Caribbean",6.071,3.94116,0.79923,66,0.67991,0.35996,0.28147,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"non-democratic multi-party elections",3,FALSE,FALSE,"Americas","c","PF",5,4
37,"Saudi Arabia","Middle East and North Africa",6.344,8.1818,0.79889,64,0.68325,0.17614,0.5889,2017,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.1,FALSE,"no elections",1.5,FALSE,FALSE,"Middle East","c","NF",7,7
44,"Ecuador","Latin America and Caribbean",6.008,5.34979,0.79858,67,0.69153,0.17912,0.30181,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",3,4
42,"Malaysia","Southeast Asia",6.084,6.90207,0.79763,65,0.61111,0.4971,0.14129,2017,"Mixed democratic",TRUE,TRUE,FALSE,FALSE,FALSE,0.4,TRUE,"democratic elections",1.6,TRUE,TRUE,"Asia","c","PF",4,4
20,"Chile","Latin America and Caribbean",6.652,6.69664,0.79725,71,0.57257,0.38978,0.17723,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,1
127,"Mali","Sub-Saharan Africa",4.19,2.54538,0.79566,52,0.4658,0.21878,0.22608,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",5,4
94,"Vietnam","Southeast Asia",5.074,4.21511,0.79319,66,0.86754,0.28037,0.18874,2017,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,"single-party elections",1,FALSE,FALSE,"Asia","c","NF",7,5
81,"Indonesia","Southeast Asia",5.262,5.32156,0.7913,62,0.67349,0.72989,0.03299,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Asia","c","PF",2,4
35,"Qatar","Middle East and North Africa",6.375,10,0.79121,68,0.91779,0.39432,0.94614,2017,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"no elections",0.666666666666667,FALSE,FALSE,"Middle East","c","NF",6,5
123,"Mauritania","Middle East and North Africa",4.292,3.46627,0.7898,56,0.14599,0.24087,0.29497,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
96,"Tajikistan","Commonwealth of Independent States",5.041,2.80481,0.78945,63,0.7164,0.29711,0.31526,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",1.75,FALSE,FALSE,"Eurasia","c","NF",7,6
21,"United Arab Emirates","Middle East and North Africa",6.648,8.69346,0.78631,68,0.92419,0.43068,0.69887,2017,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"no elections",1.25,FALSE,FALSE,"Middle East","c","NF",6,6
71,"Hong Kong","East Asia",5.472,8.29433,0.78406,75,0.74587,0.44682,0.63306,2017,"Special Administrative Region of China",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Asia","t","PF",5,2
120,"Sri Lanka","South Asia",4.44,5.39806,0.78232,65,0.85259,0.5857,0.15863,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",3,4
39,"Kuwait","Middle East and North Africa",6.105,8.72879,0.78214,66,0.75403,0.2724,0.4634,2017,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1,FALSE,FALSE,"Middle East","c","PF",5,5
73,"Serbia","Central and Eastern Europe",5.395,5.71594,0.78121,66,0.31708,0.26266,0.0881,2017,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.777777777777778,TRUE,"democratic elections",2.77777777777778,TRUE,TRUE,"Europe","c","F",3,2
29,"Guatemala","Latin America and Caribbean",6.454,4.6612,0.77959,63,0.80716,0.33826,0.16632,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",4,4
72,"Philippines","Southeast Asia",5.43,4.58475,0.77855,61,0.88905,0.2309,0.21394,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Asia","c","PF",3,3
56,"Moldova","Central and Eastern Europe",5.838,3.89611,0.77725,64,0.36571,0.24912,0.02173,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Eurasia","c","PF",3,3
74,"Jordan","Middle East and North Africa",5.336,5.29736,0.76935,65,0.63566,0.20544,0.25803,2017,"Royal dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Middle East","c","PF",5,5
83,"Montenegro","Central and Eastern Europe",5.237,5.99289,0.7689,67,0.29622,0.23615,0.1899,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.75,TRUE,"non-democratic multi-party elections",2.75,FALSE,FALSE,"Europe","c","PF",3,3
126,"Congo (Kinshasa)","Sub-Saharan Africa",4.28,0.49232,0.7631,53,0.35847,0.29407,0.12974,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.111111111111111,TRUE,"non-democratic multi-party elections",1.88888888888889,FALSE,FALSE,"Africa","c","NF",7,6
58,"Bolivia","Latin America and Caribbean",5.823,4.45677,0.76222,61,0.84882,0.26914,0.13025,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","PF",3,3
142,"Botswana","Sub-Saharan Africa",3.766,5.99805,0.75846,57,0.76749,0.11854,0.21232,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Africa","c","F",3,2
63,"Peru","Latin America and Caribbean",5.715,5.5337,0.75673,66,0.68364,0.15132,0.10133,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",2,3
95,"Nigeria","Sub-Saharan Africa",5.074,4.18949,0.75487,49,0.60001,0.27557,0.05626,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",3,5
130,"Sudan","Western Europe",4.139,3.52538,0.75377,56,0.02278,0.21754,0.19351,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.125,TRUE,"non-democratic multi-party elections",1.42857142857143,FALSE,FALSE,"Africa","c","NF",7,7
25,"Mexico","Latin America and Caribbean",6.578,6.16423,0.75182,68,0.62701,0.14437,0.28596,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.5,TRUE,TRUE,"Americas","c","PF",3,3
64,"Mauritius","Sub-Saharan Africa",5.629,6.3578,0.75101,66,0.74629,0.43067,0.09085,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",1,2
92,"North Macedonia","Central and Eastern Europe",5.175,5.6906,0.74998,66,0.49511,0.30279,0.12982,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","PF",4,3
139,"Lesotho","Sub-Saharan Africa",3.808,2.78507,0.73893,47,0.59349,0.18793,0.2565,2017,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","PF",3,3
45,"El Salvador","Latin America and Caribbean",6.003,4.86317,0.73398,65,0.65697,0.09338,0.1938,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"democratic elections",2.66666666666667,TRUE,TRUE,"Americas","c","F",2,3
115,"Senegal","Sub-Saharan Africa",4.535,2.5621,0.73247,59,0.57413,0.21892,0.24867,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Africa","c","F",2,2
99,"Nepal","South Asia",4.962,2.56483,0.73221,62,0.66891,0.47024,0.15717,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.5,TRUE,"democratic elections",1.5,TRUE,TRUE,"Asia","c","PF",3,4
79,"China","East Asia",5.273,5.77927,0.72076,69,0.71825,0.03437,0.04909,2017,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,TRUE,0.470588235294118,TRUE,"no elections",2.29411764705882,FALSE,FALSE,"Asia","c","NF",7,6
118,"Gabon","Sub-Saharan Africa",4.465,6.40492,0.71752,58,0.47448,0.05225,0.16379,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,5
85,"Azerbaijan","Commonwealth of Independent States",5.234,6.16647,0.71552,63,0.60487,0.05402,0.3898,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Eurasia","c","NF",7,6
57,"Romania","Central and Eastern Europe",5.825,6.50901,0.71409,67,0.69427,0.15932,0.00945,2017,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Europe","c","F",2,2
53,"Algeria","Middle East and North Africa",5.872,5.83646,0.71168,65,0.35448,0.08285,0.31465,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","NF",6,5
91,"Honduras","Latin America and Caribbean",5.181,3.90521,0.71027,64,0.5288,0.28182,0.15797,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.75,TRUE,"democratic elections",2.75,TRUE,TRUE,"Americas","c","PF",4,4
65,"Cyprus","Western Europe",5.621,7.24804,0.70246,72,0.53948,0.32366,0.08882,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",2.33333333333333,TRUE,TRUE,"Europe","c","F",1,1
133,"Uganda","Sub-Saharan Africa",4.081,2.0389,0.70151,54,0.67328,0.38871,0.12291,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",2.2,FALSE,FALSE,"Africa","c","NF",6,5
88,"Lebanon","Middle East and North Africa",5.225,5.74624,0.70138,69,0.43831,0.31555,0.0808,2017,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,TRUE,FALSE,"Middle East","c","PF",5,4
55,"South Korea","East Asia",5.838,7.49254,0.70054,73,0.39183,0.24661,0.13629,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"democratic elections",1.33333333333333,TRUE,TRUE,"Asia","c","F",2,2
114,"Myanmar","Southeast Asia",4.545,1.96235,0.69741,59,0.78161,1,0.40666,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.2,FALSE,FALSE,"Asia","c","PF",5,5
140,"Angola","Sub-Saharan Africa",3.795,4.58865,0.68573,49,0,0.11685,0.15016,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.25,TRUE,"non-democratic multi-party elections",2.25,FALSE,FALSE,"Africa","c","NF",6,6
111,"Namibia","Sub-Saharan Africa",4.574,5.15529,0.68204,57,0.79044,0.09204,0.20061,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,TRUE,FALSE,"Africa","c","F",2,2
138,"Zimbabwe","Sub-Saharan Africa",3.875,2.00905,0.67249,53,0.51103,0.22569,0.20541,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.5,TRUE,"non-democratic multi-party elections",2.5,FALSE,FALSE,"Africa","c","PF",5,5
50,"Belize","Latin America and Caribbean",5.956,4.8535,0.67145,60,0.83177,0.28639,0.20801,2017,"Parliamentary democracy",TRUE,TRUE,FALSE,FALSE,FALSE,1,TRUE,"democratic elections",3,TRUE,TRUE,"Americas","c","F",1,2
90,"Bosnia and Herzegovina","Central and Eastern Europe",5.182,5.25138,0.66395,68,0.31053,0.39241,0,2017,"Civilian dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Europe","c","PF",4,4
112,"Kenya","Sub-Saharan Africa",4.553,2.99599,0.66309,56,0.68783,0.53081,0.13922,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",1.2,TRUE,TRUE,"Africa","c","PF",4,4
134,"Burkina Faso","Sub-Saharan Africa",4.032,1.87211,0.64777,54,0.49277,0.29933,0.25916,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.8,TRUE,"non-democratic multi-party elections",2.8,FALSE,FALSE,"Africa","c","PF",4,3
153,"Tanzania","Sub-Saharan Africa",3.349,2.73223,0.64697,58,0.59251,0.4227,0.14222,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.375,TRUE,"non-democratic multi-party elections",2.375,FALSE,FALSE,"Africa","c","PF",3,4
121,"Armenia","Commonwealth of Independent States",4.376,4.81405,0.62554,66,0.30126,0.09962,0.05745,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.25,TRUE,"democratic elections",2,TRUE,TRUE,"Eurasia","c","PF",5,4
129,"Cambodia","Southeast Asia",4.168,3.21668,0.62477,60,0.96221,0.46049,0.14668,2017,"Civilian dictatorship",TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",0.666666666666667,FALSE,FALSE,"Asia","c","NF",6,5
116,"Zambia","Sub-Saharan Africa",4.514,3.40185,0.62288,55,0.70126,0.2978,0.16845,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.285714285714286,TRUE,"democratic elections",2.28571428571429,TRUE,TRUE,"Africa","c","PF",4,4
104,"Egypt","Middle East and North Africa",4.735,5.29036,0.61933,62,0.42858,0.15348,0.24635,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.2,TRUE,"non-democratic multi-party elections",1.8,FALSE,FALSE,"Africa","c","NF",6,5
135,"Niger","Sub-Saharan Africa",4.028,0.86556,0.61657,55,0.55246,0.27286,0.29845,2017,"Mixed democratic",FALSE,TRUE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"democratic elections",2.42857142857143,TRUE,TRUE,"Africa","c","PF",4,4
106,"Sierra Leone","Sub-Saharan Africa",4.709,1.96936,0.61105,47,0.48416,0.34966,0.15312,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","PF",3,3
117,"Iraq","Middle East and North Africa",4.497,5.89443,0.60762,62,0.43837,0.23821,0.23092,2017,"Military dictatorship",FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",1.4,FALSE,FALSE,"Middle East","c","NF",5,6
77,"Croatia","Central and Eastern Europe",5.293,6.53506,0.60102,68,0.38856,0.29592,0.09283,2017,"Mixed democratic",FALSE,TRUE,FALSE,FALSE,FALSE,0.6,TRUE,"democratic elections",2.6,TRUE,TRUE,"Europe","c","F",1,2
137,"Chad","Sub-Saharan Africa",3.936,2.34136,0.59225,48,0.24663,0.25787,0.1154,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.333333333333333,TRUE,"non-democratic multi-party elections",2.33333333333333,FALSE,FALSE,"Africa","c","NF",7,6
107,"Cameroon","Sub-Saharan Africa",4.695,3.01644,0.58738,51,0.65384,0.28195,0.1105,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
151,"Rwanda","Sub-Saharan Africa",3.471,1.9711,0.58719,57,0.88393,0.30159,0.98043,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",6,6
146,"Yemen","Middle East and North Africa",3.593,3.16279,0.58078,56,0.37898,0.12424,0.12226,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"no elections",1.33333333333333,FALSE,FALSE,"Middle East","c","NF",7,6
144,"Madagascar","Sub-Saharan Africa",3.644,1.63467,0.56689,58,0.28742,0.24906,0.1448,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",3,4
128,"Ivory Coast","Sub-Saharan Africa",4.18,3.22354,0.56177,49,0.68015,0.24012,0.28012,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.6,TRUE,"non-democratic multi-party elections",2.6,FALSE,FALSE,"Africa","c","PF",4,4
131,"Ghana","Sub-Saharan Africa",4.12,3.56659,0.54246,56,0.64265,0.30656,0.05457,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,"democratic elections",2,TRUE,TRUE,"Africa","c","F",1,2
148,"Liberia","Sub-Saharan Africa",3.533,0.63633,0.5415,54,0.50571,0.31805,0.08388,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.666666666666667,TRUE,"non-democratic multi-party elections",2.66666666666667,FALSE,FALSE,"Africa","c","PF",3,4
113,"Mozambique","Sub-Saharan Africa",4.55,1.25246,0.54062,50,0.73041,0.38449,0.38646,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.428571428571429,TRUE,"non-democratic multi-party elections",2.42857142857143,FALSE,FALSE,"Africa","c","PF",4,4
102,"Tunisia","Middle East and North Africa",4.805,5.38424,0.53916,65,0.44008,0.05929,0.18678,2017,"Presidential democracy",FALSE,TRUE,TRUE,FALSE,FALSE,0.5,TRUE,"democratic elections",2.5,TRUE,TRUE,"Africa","c","F",1,3
119,"Ethiopia","Sub-Saharan Africa",4.46,1.81334,0.53687,58,0.62111,0.37306,0.35635,2017,"Civilian dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0.166666666666667,TRUE,"non-democratic multi-party elections",1.16666666666667,FALSE,FALSE,"Africa","c","NF",7,6
124,"Congo (Brazzaville)","Sub-Saharan Africa",4.291,4.32424,0.51661,56,0.66088,0.1442,0.17148,2017,"Military dictatorship",FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,"non-democratic multi-party elections",2,FALSE,FALSE,"Africa","c","NF",7,5
109,"Albania","Central and Eastern Europe",4.644,5.32505,0.49901,68,0.57957,0.24021,0.08586,2017,"Parliamentary democracy",FALSE,TRUE,FALSE,FALSE,FALSE,0.8,TRUE,"democratic elections",2.8,TRUE,TRUE,"Europe","c","PF",3,3
